PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
26112140,Interleukin-10,tumor necrosis factor α,Interleukin-10 and tumor necrosis factor α play an important role in breast carcinogenesis.,Association,0.8873374462127686,Association,0.9033525586128236,Association,0.8494646549224854,True,0.8800515532493591,Association,0.9033525586128236,Accepted_By_Ensemble
26112138,Interleukin-33,IL-1 family,Interleukin-33 (IL-33) is a member of the IL-1 family and the ligand of orphan ST2 molecules.,Association,0.9126585721969604,Association,0.7344886660575867,NO_RELATION,0.99298495054245,False,0.8800440629323324,,,Escalate_No_Majority
26112138,Interleukin-33,orphan ST2 molecules,Interleukin-33 (IL-33) is a member of the IL-1 family and the ligand of orphan ST2 molecules.,Association,0.909714937210083,Association,0.8814864754676819,NO_RELATION,0.9946744441986084,False,0.9286252856254578,Association,0.909714937210083,Accepted_By_Ensemble
26117714,Tumor necrosis factor,pro-inflammatory cytokine,Tumor necrosis factor (TNF) is the prototypic pro-inflammatory cytokine.,Association,0.869555652141571,Association,0.823356032371521,NO_RELATION,0.989945113658905,False,0.8942855993906657,Association,0.869555652141571,Accepted_By_Ensemble
26123801,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is an important cytokine for host defense against pathogens but is also associated with the development of human immunopathologies.,Association,0.8794921040534973,Association,0.8050918579101562,NO_RELATION,0.8845933079719543,False,0.8563924233118693,Association,0.8794921040534973,Accepted_By_Ensemble
26125814,Tumor necrosis factor,TNFSF4,Tumor necrosis factor superfamily member 4 (TNFSF4) plays an important role in atherosclerosis development.,Association,0.9089580774307252,Association,0.908643126487732,NO_RELATION,0.9959773421287536,False,0.9378595153490702,Association,0.9089580774307252,Accepted_By_Ensemble
26130909,Interleukin-6,pro-inflammatory,"Interleukin-6 (IL-6), as one of the most typical pro-inflammatory and immunoregulatory cytokines, is believed to be associated with the genesis and maintenance of inflammatory response.",Association,0.8397080898284912,Association,0.8646377325057983,NO_RELATION,0.3724846243858337,False,0.6922768155733744,Association,0.8646377325057983,Accepted_By_Ensemble
26130909,Interleukin-6,immunoregulatory cytokines,"Interleukin-6 (IL-6), as one of the most typical pro-inflammatory and immunoregulatory cytokines, is believed to be associated with the genesis and maintenance of inflammatory response.",Association,0.8489221334457397,Association,0.8666446208953857,NO_RELATION,0.3669327795505523,False,0.694166511297226,Association,0.8666446208953857,Accepted_By_Ensemble
26137585,Hepatocyte growth factor,vascular endothelial growth factor,"Hepatocyte growth factor (HGF) and vascular endothelial growth factor (VEGF) drive cancer through their respective receptors, MET and VEGF receptor 2 (VEGFR2).",Association,0.9156323671340942,NO_RELATION,0.3123975992202759,Association,0.7476682066917419,False,0.6585660576820374,,,Escalate_Single_Model
26137585,Hepatocyte growth factor,VEGF receptor 2,"Hepatocyte growth factor (HGF) and vascular endothelial growth factor (VEGF) drive cancer through their respective receptors, MET and VEGF receptor 2 (VEGFR2).",Association,0.9133126735687256,NO_RELATION,0.3004162013530731,Association,0.8144728541374207,False,0.6760672430197397,Association,0.9133126735687256,Accepted_By_Ensemble
26137585,Hepatocyte growth factor,VEGFR2,"Hepatocyte growth factor (HGF) and vascular endothelial growth factor (VEGF) drive cancer through their respective receptors, MET and VEGF receptor 2 (VEGFR2).",Association,0.9124919772148132,NO_RELATION,0.3558798432350158,Association,0.8403239846229553,False,0.7028986016909281,Association,0.9124919772148132,Accepted_By_Ensemble
26139223,Interleukin-10,anti-inflammatory cytokine,"Interleukin-10 (IL) is an anti-inflammatory cytokine that regulates normal sleep patterns, and recent studies have reported that it is a potential useful biomarker to identify presence and severity of sleep apnea syndrome (OSAS).",Association,0.8602986931800842,Association,0.3988791108131408,Association,0.9528276324272156,True,0.7373351454734802,Association,0.9528276324272156,Accepted_By_Ensemble
26140236,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is a potent anti-inflammatory cytokine that regulates immune responses.,Association,0.7683826088905334,Association,0.8051291108131409,NO_RELATION,0.9771610498428344,False,0.8502242565155029,,,Escalate_No_Majority
26140537,Interleukin-8,neutrophil chemokine,Interleukin-8 (IL-8) is a neutrophil chemokine that is encoded on the CXCL8 gene.,Association,0.9072856307029724,Association,0.7807208299636841,NO_RELATION,0.9923112988471984,False,0.893439253171285,,,Escalate_No_Majority
26148092,Interleukin-6,Procalcitonin,Procalcitonin (PCT) and Interleukin-6 (IL-6) have emerged as biomarkers for different inflammatory conditions.,Association,0.8690572381019592,Association,0.7004212737083435,Association,0.6122693419456482,True,0.727249284585317,,,Escalate_Single_Model
26148092,Interleukin-6,PCT,Procalcitonin (PCT) and Interleukin-6 (IL-6) have emerged as biomarkers for different inflammatory conditions.,Association,0.8176522254943848,Association,0.8444010615348816,NO_RELATION,0.9202924966812134,False,0.8607819279034933,Association,0.8444010615348816,Accepted_By_Ensemble
26155126,Interleukin-2,lymphocyte-activating and growth-promoting factor,"Interleukin-2 (IL-2) is a lymphocyte-activating and growth-promoting factor, and has been widely studied on T-cells and NK-cells.",Association,0.900306761264801,NO_RELATION,0.5108563899993896,NO_RELATION,0.9908664226531982,False,0.8006765246391296,,,Escalate_No_Majority
26161702,Interleukin-27,IL-12 family,Interleukin-27 is a new member of the IL-12 family which plays an important role in human carcinogenesis.,Association,0.8992177248001099,Association,0.8881164193153381,NO_RELATION,0.9819856882095336,False,0.9231066107749939,Association,0.8992177248001099,Accepted_By_Ensemble
26163286,Thymic stromal lymphopoietin,IL-7-related cytokine,Thymic stromal lymphopoietin (TSLP) is an IL-7-related cytokine that has been studied extensively in atopic diseases and more recently in various rheumatic disorders.,Association,0.898160994052887,Association,0.8813469409942627,NO_RELATION,0.9795235991477966,False,0.9196771780649821,Association,0.898160994052887,Accepted_By_Ensemble
26164496,Interleukin-33,IL-1 family cytokine,Interleukin-33 (IL-33) is an IL-1 family cytokine which signals via its ST2 receptor and is involved in several autoimmune diseases by regulating T cell immune responses.,Association,0.8994965553283691,Association,0.8290786743164062,NO_RELATION,0.9895352721214294,False,0.9060368339220682,Association,0.8994965553283691,Accepted_By_Ensemble
26164496,Interleukin-33,ST2 receptor,Interleukin-33 (IL-33) is an IL-1 family cytokine which signals via its ST2 receptor and is involved in several autoimmune diseases by regulating T cell immune responses.,Association,0.8894554972648621,Association,0.8346186876296997,NO_RELATION,0.9882060289382936,False,0.9040934046109518,Association,0.8894554972648621,Accepted_By_Ensemble
26175262,Thymic stromal lymphopoietin,IL-7-like type 1 inflammatory cytokine,"Thymic stromal lymphopoietin (TSLP) is an IL-7-like type 1 inflammatory cytokine that is mainly produced by epithelial cells in the skin, lungs, thymus, and gastrointestinal tract.",Association,0.8890753388404846,Association,0.8257212042808533,NO_RELATION,0.9893535375595092,False,0.9013833602269491,Association,0.8890753388404846,Accepted_By_Ensemble
26176774,Interleukin-6,proinflammatory cytokine,"Interleukin-6 (IL-6), a proinflammatory cytokine, was found to surge in the cerebral spinal fluid after aneurysmal subarachnoid hemorrhage (SAH).",Association,0.8672267198562622,Positive_regulation,0.4110438227653503,Association,0.729004442691803,False,0.6690916617711385,,,Escalate_Single_Model
26183206,Tumor necrosis factor,inflammatory cytokine,Tumor necrosis factor α (TNFα) is an inflammatory cytokine that plays an intimate role in septic shock.,Association,0.877995491027832,Positive_regulation,0.351549357175827,Association,0.7351304888725281,False,0.6548917790253957,,,Escalate_Single_Model
26188281,Interleukin-10,highly pleiotropic cytokine,Interleukin-10 (IL-10) produced by a wide-variety of cells is a highly pleiotropic cytokine.,Association,0.8725312352180481,Association,0.7791313529014587,NO_RELATION,0.9873663187026978,False,0.8796763022740682,,,Escalate_No_Majority
26189695,Interleukin-6,inflammatory cytokines,Interleukin-6 (IL-6) is one of the most important inflammatory cytokines.,Association,0.873991072177887,Association,0.8401041626930237,NO_RELATION,0.9635379910469056,False,0.8925444086392721,Association,0.873991072177887,Accepted_By_Ensemble
26199110,Interleukin-27,IL-27,"Interleukin-27 (IL-27) belongs to the IL-6/IL-12 family of cytokines, associated with different inflammatory diseases and orchestrates its biological activity via common heterodimeric receptor composed of WSX-1 (IL-27Rα) and gp130.",Association,0.8925915956497192,Association,0.8611029982566833,NO_RELATION,0.996101975440979,False,0.9165988564491272,Association,0.8925915956497192,Accepted_By_Ensemble
26199110,Interleukin-27,IL-6/IL-12 family,"Interleukin-27 (IL-27) belongs to the IL-6/IL-12 family of cytokines, associated with different inflammatory diseases and orchestrates its biological activity via common heterodimeric receptor composed of WSX-1 (IL-27Rα) and gp130.",Association,0.888151228427887,Association,0.8794190883636475,NO_RELATION,0.9921773076057434,False,0.9199158747990926,Association,0.888151228427887,Accepted_By_Ensemble
26199110,Interleukin-27,cytokines,"Interleukin-27 (IL-27) belongs to the IL-6/IL-12 family of cytokines, associated with different inflammatory diseases and orchestrates its biological activity via common heterodimeric receptor composed of WSX-1 (IL-27Rα) and gp130.",Association,0.9021696448326112,Association,0.8860564827919006,NO_RELATION,0.9915838241577148,False,0.9266033172607422,Association,0.9021696448326112,Accepted_By_Ensemble
26199110,Interleukin-27,common heterodimeric receptor,"Interleukin-27 (IL-27) belongs to the IL-6/IL-12 family of cytokines, associated with different inflammatory diseases and orchestrates its biological activity via common heterodimeric receptor composed of WSX-1 (IL-27Rα) and gp130.",Association,0.8961405754089355,Association,0.8643547892570496,NO_RELATION,0.9894829392433168,False,0.916659434636434,Association,0.8961405754089355,Accepted_By_Ensemble
26199110,Interleukin-27,WSX-1,"Interleukin-27 (IL-27) belongs to the IL-6/IL-12 family of cytokines, associated with different inflammatory diseases and orchestrates its biological activity via common heterodimeric receptor composed of WSX-1 (IL-27Rα) and gp130.",Association,0.8953540325164795,Association,0.8728537559509277,NO_RELATION,0.9914664030075072,False,0.9198913971583048,Association,0.8953540325164795,Accepted_By_Ensemble
26202366,Tumor necrosis factor,TRAP1,"Tumor necrosis factor receptor-associated protein 1 (TRAP1), an essential mitochondrial chaperone is induced in rat hearts following ischemia/reperfusion (I/R), but its role in myocardial I/R injury is unclear.",Association,0.8804515600204468,NO_RELATION,0.7188028693199158,NO_RELATION,0.93158221244812,False,0.8436122139294943,,,Escalate_No_Majority
26207809,Tumor necrosis factor,TNFAIP8 family,Tumor necrosis factor α-induced protein 8 (TNFAIP8)-like protein 1 (TIPE1) was a member of TNFAIP8 family.,Association,0.9020385146141052,Association,0.8653345108032227,NO_RELATION,0.995001256465912,False,0.9207914272944132,Association,0.9020385146141052,Accepted_By_Ensemble
26219390,Tumor necrosis factor,"pleiotropic, proinflammatory cytokine","Tumor necrosis factor (TNF, TNF-α, cachectin) is a pleiotropic, proinflammatory cytokine with multiple biological effects, many of which are not yet fully understood.",Association,0.8870810866355896,NO_RELATION,0.6720232367515564,NO_RELATION,0.9951477646827698,False,0.8514173626899719,,,Escalate_No_Majority
26221543,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is an ancient and widespread cytokine required in small amounts for much physiological function.,Association,0.8665992617607117,NO_RELATION,0.4147436022758484,NO_RELATION,0.990437924861908,False,0.757260262966156,,,Escalate_No_Majority
26250899,Hepatocyte growth factor,multifunctional growth factor,"Hepatocyte growth factor (HGF) is a well-known multifunctional growth factor, and evidence has accumulated indicating that the HGF/MET (HGF receptor) signaling axis is involved in the progression of cancer.",Association,0.908425271511078,Association,0.7887382507324219,NO_RELATION,0.9807276725769044,False,0.892630398273468,,,Escalate_No_Majority
26250899,Hepatocyte growth factor,HGF/MET,"Hepatocyte growth factor (HGF) is a well-known multifunctional growth factor, and evidence has accumulated indicating that the HGF/MET (HGF receptor) signaling axis is involved in the progression of cancer.",Association,0.8927504420280457,Association,0.8140349984169006,NO_RELATION,0.9758970141410828,False,0.8942274848620096,Association,0.8927504420280457,Accepted_By_Ensemble
26250899,Hepatocyte growth factor,HGF receptor,"Hepatocyte growth factor (HGF) is a well-known multifunctional growth factor, and evidence has accumulated indicating that the HGF/MET (HGF receptor) signaling axis is involved in the progression of cancer.",Association,0.8905693292617798,Association,0.7738026976585388,NO_RELATION,0.9833313226699828,False,0.8825677831967672,,,Escalate_No_Majority
